Nr okrÍgu;Siedziba OKW;Nr listy (po nadaniu);Nazwa komitetu;Sygnatura;Typ;Pozycja na liúcie;Nazwisko;Imiona;P≥eÊ;ZawÛd;Miejsce zamieszkania;TERYT m. z.;Gmina m.z.;PrzynaleønoúÊ do partii;Poparcie;Liczba g≥osÛw;Procent g≥osÛw oddanych na listÍ;Procent g≥osÛw oddanych w okrÍgu;Czy przyznano mandat
1;Legnica;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;21;J”èWIK;Magdalena;Kobieta;grafik komputerowy multimediÛw;Legnica;26201;m. Legnica;nie naleøy do partii politycznej;;352;0.004953490662951548;0.0008139932845554024;Nie
1;Legnica;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;22;BRYCZKOWSKA;Inez Jolanta;Kobieta;nauczyciel;G≥ogÛw;20301;m. G≥ogÛw;nie naleøy do partii politycznej;;457;0.006431094411843346;0.0010568037813688037;Nie
1;Legnica;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;23;KOKO;Daniel Rados≥aw;MÍøczyzna;fizjoterapeuta;Ubocze;21201;gm. GryfÛw ålπski;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;1028;0.0144664443224835;0.0023772303878493;Nie
1;Legnica;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;24;GADEK;S≥awomir Adam;MÍøczyzna;inøynier mechanik - úrodki transportu;Jerzmanowa;20303;gm. Jerzmanowa;cz≥onek partii politycznej: Lewica Razem;;810;0.011398657491451006;0.0018731095468462386;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;1;UTECHT;Waldemar Arkadiusz;MÍøczyzna;politolog;Sieradz;101401;m. Sieradz;cz≥onek partii politycznej: Konfederacja WolnoúÊ i Niepodleg≥oúÊ;;6358;0.251115762865832;0.014702753702281956;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;2;JASI—SKI;Krzysztof Piotr;MÍøczyzna;ekonomista;Glinica;20306;gm. Øukowice;cz≥onek partii politycznej: Ruch Narodowy;;2313;0.09135431889095146;0.005348768372660926;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;3;POTOCKA-KACZYK;Anna Dorota;Kobieta;menedøer;Rudna;21103;gm. Rudna;cz≥onek partii politycznej: Ruch Narodowy;;2413;0.09530392195584343;0.005580016464864165;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;4;MISTO—;Krzysztof Norbert;MÍøczyzna;pracownik dzia≥u zapewnienia jakoúci;ChocianÛw;21601;gm. ChocianÛw;nie naleøy do partii politycznej;;677;0.026738812749318695;0.0015655495842159303;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;5;GUDOWSKI;Dominik S≥awomir;MÍøczyzna;muzyk;Stara Kamienica;20609;gm. Stara Kamienica;nie naleøy do partii politycznej;;850;0.033571626051581815;0.0019656087837275345;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;6;BUSTOWSKI;Marcin Jerzy;MÍøczyzna;rolnik;Jelenia GÛra;26101;m. Jelenia GÛra;nie naleøy do partii politycznej;;1462;0.057743196808720726;0.0033808471080113587;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;7;SOSI—SKI;Krystian Piotr;MÍøczyzna;gÛrnik;Lubin;21101;m. Lubin;nie naleøy do partii politycznej;;811;0.03203128085627394;0.0018754220277682708;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;8;BURDZI—SKI;Remigiusz Konrad;MÍøczyzna;logistyk;Jelenia GÛra;26101;m. Jelenia GÛra;cz≥onek partii politycznej: Ruch Narodowy;;484;0.019116078834077174;0.0011192407662636782;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;9;KORWIN-MIKKE;Kacper Miko≥aj;MÍøczyzna;przedsiÍbiorca;JÛzefÛw;141701;m. JÛzefÛw;nie naleøy do partii politycznej;;5450;0.21525336703661282;0.012603021025076544;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;10;PASZYN;Pawe≥ Stefan;MÍøczyzna;informatyk;Grzybiany;20904;gm. Kunice;nie naleøy do partii politycznej;;438;0.017299261424226865;0.0010128666438501883;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;11;MALICKI;Jakub Edward;MÍøczyzna;sprzedawca;Wroc≥aw;26401;m. Wroc≥aw;nie naleøy do partii politycznej;;362;0.014297563094908962;0.0008371180937757263;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;12;GRYF-TOMASZEWSKI;Andrzej;MÍøczyzna;przedsiÍbiorca;Karpacz;20601;m. Karpacz;cz≥onek partii politycznej: Ruch Narodowy;;194;0.007662229945890438;0.0004486212988742843;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;13;åWIERZOWSKA;Ma≥gorzata Agnieszka;Kobieta;inøynier procesÛw produkcyjnych;D≥uøec;21203;gm. LwÛwek ålπski;nie naleøy do partii politycznej;;340;0.013428650420632727;0.0007862435134910137;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;14;KARPIEJ;Sabina Iwona;Kobieta;student budownictwa;Jawor;20501;m. Jawor;nie naleøy do partii politycznej;;291;0.011493344918835658;0.0006729319483114264;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;15;SOLAREK-STRUMI—SKA;Emilia Patrycja;Kobieta;menedøer;Wroc≥aw;26401;m. Wroc≥aw;nie naleøy do partii politycznej;;172;0.006793317271614203;0.0003977467185895716;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;16;SPRYSAK;Sebastian Jacek;MÍøczyzna;inøynier elektryk;Legnica;26201;m. Legnica;cz≥onek partii politycznej: Ruch Narodowy;;212;0.008373158497570993;0.0004902459554708674;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;17;WINNICKA;Regina Eløbieta;Kobieta;technik energetyk;Zgorzelec;22502;m. Zgorzelec;nie naleøy do partii politycznej;;576;0.022749713653777797;0.0013319890110906586;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;18;BURDZI—SKA;Ma≥gorzata Olga;Kobieta;filolog;Jelenia GÛra;26101;m. Jelenia GÛra;cz≥onek partii politycznej: Ruch Narodowy;;221;0.008728622773411273;0.0005110582837691589;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;19;HOSZOWSKI;Jaros≥aw;MÍøczyzna;nauczyciel;Legnica;26201;m. Legnica;cz≥onek partii politycznej: Ruch Narodowy;;300;0.011848809194675935;0.0006937442766097179;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;20;PASZYN;Agnieszka Katarzyna;Kobieta;chemik;Grzybiany;20904;gm. Kunice;nie naleøy do partii politycznej;;214;0.008452150558868833;0.0004948709173149321;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;21;NICIEJEWSKA;Joanna;Kobieta;analityk IT;Warszawa;146518;Wola;nie naleøy do partii politycznej;;234;0.00924207117184723;0.0005411205357555801;Nie
1;Legnica;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;22;MAJEWICZ;Pawe≥;MÍøczyzna;przedsiÍbiorca;LubaÒ;21001;m. LubaÒ;cz≥onek partii politycznej: Korwin;;947;0.037402741024527036;0.0021899194331646762;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;1;BORYS;Piotr;MÍøczyzna;przedstawiciel w≥adzy samorzπdowej - radny;Lubin;21101;m. Lubin;cz≥onek partii politycznej: Platforma Obywatelska RP;;35064;0.3240935013078722;0.08108483105014383;Tak
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;2;CZERNOW;Zofia;Kobieta;parlamentarzystka;Jelenia GÛra;26101;m. Jelenia GÛra;cz≥onek partii politycznej: Platforma Obywatelska RP;;15761;0.1456775517372055;0.03644701181215255;Tak
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;3;KROPIWNICKI;Robert;MÍøczyzna;parlamentarzysta;Legnica;26201;m. Legnica;cz≥onek partii politycznej: Platforma Obywatelska RP;;14714;0.13600022182991192;0.03402584428678464;Tak
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;4;KRAWCZYK;Iwona Ma≥gorzata;Kobieta;parlamentarzysta;CzadrÛw;20702;gm. Kamienna GÛra;cz≥onek partii politycznej: Platforma Obywatelska RP;;8081;0.07469197992439297;0.01868715833094377;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;5;DROZD;Ewa;Kobieta;parlamentarzystka;G≥ogÛw;20301;m. G≥ogÛw;cz≥onek partii politycznej: Platforma Obywatelska RP;;9671;0.08938821158876431;0.022364002996975274;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;6;DUDKOWIAK;Jaros≥aw Ryszard;MÍøczyzna;przedstawiciel w≥adzy samorzπdowej - Starosta;G≥ogÛw;20301;m. G≥ogÛw;cz≥onek partii politycznej: Platforma Obywatelska RP;;2226;0.020574724330119882;0.005147582532444107;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;7;BARANOWSKA;Dorota;Kobieta;nauczyciel;Zgorzelec;22502;m. Zgorzelec;cz≥onek partii politycznej: Platforma Obywatelska RP;;5003;0.0462422937212892;0.011569342052928063;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;8;BANDER;Micha≥;MÍøczyzna;fizjoterapeuta;Jawor;20501;m. Jawor;cz≥onek partii politycznej: Platforma Obywatelska RP;;1875;0.017330461868362432;0.004335901728810737;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;9;SIKORA;Konrad Jerzy;MÍøczyzna;urzÍdnik samorzπdowy;Jelenia GÛra;26101;m. Jelenia GÛra;cz≥onek partii politycznej: Nowoczesna;;3843;0.03552051464539564;0.008886864183370487;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;10;ROWI—SKI;Konrad Antoni;MÍøczyzna;przedstawiciel w≥adzy samorzπdowej - wicestarosta;LubaÒ;21001;m. LubaÒ;cz≥onek partii politycznej: Platforma Obywatelska RP;;2118;0.019576489726502205;0.004897834592864609;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;11;PICHA£A;Anna Eugenia;Kobieta;ekonomista;ParchÛw;21601;gm. ChocianÛw;nie naleøy do partii politycznej;;843;0.00779177565601575;0.0019494214172733075;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;12;DOWHA—-DOMA—SKA;Ksenia Anna;Kobieta;przedsiÍbiorca;Lubin;21101;m. Lubin;cz≥onek partii politycznej: Platforma Obywatelska RP;;889;0.008216949653852909;0.0020557955396867974;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;13;ROLSKA;Beata Edyta;Kobieta;neurologopeda nauczyciel - pedagog;ChocianÛw;21601;gm. ChocianÛw;nie naleøy do partii politycznej;;785;0.007255686702221072;0.0018152975237954287;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;14;GRZEåK”W;Zbigniew;MÍøczyzna;ekonomista;Kotliska;21203;gm. LwÛwek ålπski;cz≥onek partii politycznej: Platforma Obywatelska RP;;630;0.005823035187769778;0.0014568629808804077;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;15;BARCIK;Krystyna Henryka;Kobieta;ekonomista;Legnica;26201;m. Legnica;cz≥onek partii politycznej: Platforma Obywatelska RP;;853;0.007884204785980349;0.0019725462264936315;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;16;MAGRYå;Urszula;Kobieta;specjalista do spraw rachunkowoúci;Boles≥awiec;20101;m. Boles≥awiec;cz≥onek partii politycznej: Platforma Obywatelska RP;;551;0.00509284506104944;0.0012741769880398486;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;17;JAGIE££O;Jakub Krzysztof;MÍøczyzna;przedstawiciel w≥adzy samorzπdowej - radny;åwierzawa;22604;gm. åwierzawa;nie naleøy do partii politycznej;;1128;0.01042600586000684;0.0026084784800525394;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;18;SK”RZEWSKA;Barbara Anna;Kobieta;nauczyciel;Miroszowice;21102;gm. Lubin;nie naleøy do partii politycznej;;327;0.0030224325498424084;0.0007561812615045926;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;19;STR•CZEK;Joanna Dorota;Kobieta;kierownik przychodni;Grzymalin;20906;gm. Mi≥kowice;nie naleøy do partii politycznej;;404;0.0037341368505698254;0.0009342422925010869;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;20;SURWI£O;Ma≥gorzata Joanna;Kobieta;technik administracji;Leúna;21003;gm. Leúna;cz≥onek partii politycznej: Nowoczesna;;433;0.004002181327467165;0.0010013042392400262;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;21;BROK;Anna;Kobieta;ekonomista;G≥ogÛw;20301;m. G≥ogÛw;cz≥onek partii politycznej: Platforma Obywatelska RP;;548;0.005065116322060061;0.0012672395452737516;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;22;ZIELI—SKI;Grzegorz;MÍøczyzna;ekonomista;Lubin;21101;m. Lubin;cz≥onek partii politycznej: Nowoczesna;;737;0.006812026878390993;0.001704298439537874;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;23;GRAF;Miros≥aw;MÍøczyzna;nauczyciel wychowania fizycznego;Szklarska PorÍba;20604;m. Szklarska PorÍba;cz≥onek partii politycznej: Platforma Obywatelska RP;;831;0.00768086070005823;0.0019216716462089189;Nie
1;Legnica;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;24;BARTKOWIAK;W≥odzimierz;MÍøczyzna;analityk finansowy;Osiecznica;20105;gm. Osiecznica;cz≥onek partii politycznej: Partia Zieloni;;876;0.00809679178489893;0.0020257332877003766;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;1;MYRDA;Adam Stanis≥aw;MÍøczyzna;mechanik maszyn i urzadzeÒ gÛrnictwa podziemnego;Lubin;21101;m. Lubin;nie naleøy do partii politycznej;;4381;0.3246387550944794;0.010130978919423914;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;2;GABRYSIAK;Tomasz Andrzej;MÍøczyzna;przedstawiciel w≥adzy samorzπdowej - starosta;Boles≥awiec;20101;m. Boles≥awiec;nie naleøy do partii politycznej;;1214;0.08995924416450538;0.002807351839347325;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;3;KIE£B;Jacek;MÍøczyzna;politolog;Legnica;26201;m. Legnica;nie naleøy do partii politycznej;;957;0.07091515376065209;0.0022130442423850005;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;4;MIEDZI—SKI;Piotr Jan;MÍøczyzna;ekonomista;Jelenia GÛra;26101;m. Jelenia GÛra;nie naleøy do partii politycznej;;400;0.029640607632456465;0.0009249923688129573;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;5;JANIK;Kazimierz;MÍøczyzna;inøynier rolnictwa;Zgorzelec;22507;gm. Zgorzelec;nie naleøy do partii politycznej;;477;0.035346424601704333;0.0011030533998094515;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;6;CASTA?EDA TRUJILLO;Beata;Kobieta;ekonomista;Krotoszyce;20903;gm. Krotoszyce;nie naleøy do partii politycznej;;480;0.03556872915894776;0.0011099908425755488;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;7;WANDYCZ;Piotr Kazimierz;MÍøczyzna;straøak;Trzebnice;21601;gm. ChocianÛw;nie naleøy do partii politycznej;;315;0.023341978510559466;0.0007284314904402038;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;8;SZEFFS;Irena Ewa;Kobieta;pielÍgniarka - specjalista pielÍgniarstwa kardiologicznego;WleÒ;21205;gm. WleÒ;nie naleøy do partii politycznej;;283;0.02097072989996295;0.0006544321009351673;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;9;SALA;Rafa≥ Krzysztof;MÍøczyzna;specjalista administracji publicznej;Jawor;20501;m. Jawor;nie naleøy do partii politycznej;;261;0.019340496480177844;0.0006035575206504546;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;10;LEWICKI;Krzysztof Miros≥aw;MÍøczyzna;przedstawiciel w≥adzy samorzπdowej - radny;KsiÍginice;21102;gm. Lubin;nie naleøy do partii politycznej;;311;0.023045572434234902;0.0007191815667520743;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;11;TOBIASZ;Aleksandra Marta;Kobieta;ekonomista;Bogatynia;22503;gm. Bogatynia;nie naleøy do partii politycznej;;346;0.025639125602074844;0.0008001183990232081;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;12;CIEåLA;Maciej Jan;MÍøczyzna;nauczyciel wychowania fizycznego;ChojnÛw;20901;m. ChojnÛw;nie naleøy do partii politycznej;;361;0.02675064838829196;0.000834805612853694;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;13;SOBIESKA;Emilia Janina;Kobieta;organizator imprez rozrywkowych;Legnica;26201;m. Legnica;nie naleøy do partii politycznej;;436;0.03230826231937755;0.0010082416820061234;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;14;ZIELI—SKI;Artur Waldemar;MÍøczyzna;specjalista administracji publicznej;Kamienna GÛra;20701;m. Kamienna GÛra;nie naleøy do partii politycznej;;234;0.017339755464987033;0.0005411205357555801;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;15;CZAJA;Dariusz Andrzej;MÍøczyzna;nauczyciel historii;G≥ogÛw;20301;m. G≥ogÛw;nie naleøy do partii politycznej;;414;0.030678028899592442;0.0009573671017214108;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;16;FOREMNA;Justyna Magdalena;Kobieta;dyrektor generalny;Boles≥awiec;20101;m. Boles≥awiec;nie naleøy do partii politycznej;;261;0.019340496480177844;0.0006035575206504546;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;17;KUåWIK;Bartosz Seweryn;MÍøczyzna;animator kultury;LubaÒ;21001;m. LubaÒ;nie naleøy do partii politycznej;;237;0.017562060022230454;0.0005480579785216772;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;18;GRZELAK;Katarzyna Aneta;Kobieta;wyøszy urzÍdnik samorzπdowy;ZawidÛw;22501;m. ZawidÛw;nie naleøy do partii politycznej;;339;0.025120414968506855;0.0007839310325689813;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;19;WITKOWSKI;Krzysztof Walery;MÍøczyzna;pedagog specjalny;Zgorzelec;22502;m. Zgorzelec;nie naleøy do partii politycznej;;179;0.013264171915524267;0.00041393408504379836;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;20;KUSTROWSKA;Jolanta Eløbieta;Kobieta;technik rolnik;Trzebcz;21604;gm. Polkowice;nie naleøy do partii politycznej;;122;0.009040385327899221;0.000282122672487952;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;21;ZAWIERUCHA;Stefan Adam;MÍøczyzna;ekonomista;MarciszÛw;20704;gm. MarciszÛw;nie naleøy do partii politycznej;;196;0.014523897739903669;0.00045324626071834907;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;22;TYMI—SKA;Katarzyna Paula;Kobieta;specjalista administracji publicznej;ChocianÛw;21601;gm. ChocianÛw;nie naleøy do partii politycznej;;223;0.016524638755094478;0.0005156832456132237;Nie
1;Legnica;8;KOMITET WYBORCZY WYBORC”W KOALICJA BEZPARTYJNI I SAMORZ•DOWCY;ZPOW-601-10/19;Komitet wyborczy wyborcÛw;23;SA£ADUCHA;Jadwiga Wac≥awa;Kobieta;nauczyciel nauczania poczπtkowego;Karpacz;20601;m. Karpacz;nie naleøy do partii politycznej;;128;0.009484994442386069;0.00029599755802014636;Nie
