Nr okrÍgu;Siedziba OKW;Nr listy (po nadaniu);Nazwa komitetu;Sygnatura;Typ;Pozycja na liúcie;Nazwisko;Imiona;P≥eÊ;ZawÛd;Miejsce zamieszkania;TERYT m. z.;Gmina m.z.;PrzynaleønoúÊ do partii;Poparcie;Liczba g≥osÛw;Procent g≥osÛw oddanych na listÍ;Procent g≥osÛw oddanych w okrÍgu;Czy przyznano mandat
17;Radom;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;1;CZERNIAK;Hubert Stanis≥aw;MÍøczyzna;lekarz medycyny;Przysucha;142306;gm. Przysucha;nie naleøy do partii politycznej;;1464;0.5848981222532961;0.0043700318498906;Nie
17;Radom;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;2;WAåKIEWICZ;Mateusz;MÍøczyzna;przedsiÍbiorca;Radom;146301;m. Radom;nie naleøy do partii politycznej;;147;0.05872952457051538;0.00043879418164885123;Nie
17;Radom;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;3;KULITA;Pawe≥;MÍøczyzna;úlusarz-spawacz;Radom;146301;m. Radom;nie naleøy do partii politycznej;;134;0.053535757091490214;0.00039998925402004123;Nie
17;Radom;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;4;CIEåLIK;Janusz Micha≥;MÍøczyzna;przedsiÍbiorca;Radom;146301;m. Radom;nie naleøy do partii politycznej;;141;0.05633240111865761;0.0004208842150509389;Nie
17;Radom;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;5;ARAK;Micha≥ Miros≥aw;MÍøczyzna;przedsiÍbiorca;Radom;146301;m. Radom;nie naleøy do partii politycznej;;50;0.01997602876548142;0.00014924972164926913;Nie
17;Radom;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;6;JASI—SKI;Daniel Jaros≥aw;MÍøczyzna;informatyk;Radom;146301;m. Radom;nie naleøy do partii politycznej;;74;0.029564522572912505;0.0002208895880409183;Nie
17;Radom;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;7;ZGARDZI—SKI;Ariel;MÍøczyzna;pracownik ochrony;AugustÛw;142507;gm. Kowala;nie naleøy do partii politycznej;;61;0.024370755093887336;0.00018208466041210833;Nie
17;Radom;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;8;ZI BA;Monika Maria;Kobieta;ratownik medyczny;DziurkÛw;140906;gm. Solec nad Wis≥π;nie naleøy do partii politycznej;;117;0.046743907311226525;0.00034924434865928977;Nie
17;Radom;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;9;SZCZECI—SKA;Magdalena Graøyna;Kobieta;specjalista ds. kontroli i budøetu;GrÛjec;140605;gm. GrÛjec;nie naleøy do partii politycznej;;61;0.024370755093887336;0.00018208466041210833;Nie
17;Radom;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;10;SZYMA—SKA;Aneta;Kobieta;przedsiÍbiorca;Radom;146301;m. Radom;nie naleøy do partii politycznej;;99;0.039552536955653216;0.0002955144488655529;Nie
17;Radom;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;11;JA—CZYK;Mariola Beata;Kobieta;logistyk;Radom;146301;m. Radom;nie naleøy do partii politycznej;;38;0.015181781861765881;0.00011342978845344453;Nie
17;Radom;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;12;BONIECKA;Irmina Graøyna;Kobieta;agent ubezpieczeniowy;Radom;146301;m. Radom;nie naleøy do partii politycznej;;117;0.046743907311226525;0.00034924434865928977;Nie
18;Siedlce;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;1;SAWICKI;Marek Wac≥aw;MÍøczyzna;inøynier rolnictwa;Sawice-DwÛr;142906;gm. Repki;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;18950;0.35037441064990293;0.0418409118006827;Tak
18;Siedlce;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;2;BORKOWSKI;Krzysztof Wawrzyniec;MÍøczyzna;rolnik;Borki So≥dy;142611;gm. Wiúniew;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;5477;0.10126652491448646;0.012093017094054836;Nie
18;Siedlce;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;3;J”èWIAK;Beata;Kobieta;radny;GrabÛwiec;142404;gm. Pu≥tusk;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;5394;0.0997319034852547;0.01190975610833153;Nie
18;Siedlce;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;4;KOWALCZYK;Rafa≥ JÛzef;MÍøczyzna;wyøszy urzÍdnik samorzπdowy;Wπsewo;141610;gm. Wπsewo;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;3950;0.07303318849958398;0.008721456549482674;Nie
18;Siedlce;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;5;STOPA;Dariusz Zbigniew;MÍøczyzna;pracownik administracji samorzπdowej;Stok Lacki-Folwark;142608;gm. Siedlce;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;1978;0.036572062494222055;0.004367352165791577;Nie
18;Siedlce;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;6;NATKOWSKI;Pawe≥ Rafa≥;MÍøczyzna;inøynier informatyk;P≥ock;146201;m. P≥ock;nie naleøy do partii politycznej;;525;0.009706942775261162;0.001159180933792001;Nie
18;Siedlce;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;7;KRUPI—SKI;Marian;MÍøczyzna;wyøszy urzÍdnik samorzπdowy;Jawory Stare;141504;gm. Goworowo;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;1310;0.024221133401127855;0.002892432425271469;Nie
18;Siedlce;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;8;JASTRZ BSKI;Stanis≥aw;MÍøczyzna;weterynarz;WyszkÛw;143505;gm. WyszkÛw;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;3401;0.06288249976888231;0.007509284487288753;Nie
18;Siedlce;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;9;CHCIA£OWSKI;Marek;MÍøczyzna;rolnik;Sulbiny;140304;gm. Garwolin;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;2541;0.04698160303226403;0.0056104357195532846;Nie
18;Siedlce;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;10;BODIO;Bart≥omiej Jaros≥aw;MÍøczyzna;przedsiÍbiorca;RogÛüno;143503;gm. Rzπúnik;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;275;0.005084589072755847;0.0006071900129386671;Nie
18;Siedlce;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;11;TARKOWSKA;Anna;Kobieta;nauczyciel;Stare Biernaty;141002;gm. £osice;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;608;0.011241564204492929;0.0013424419195153079;Nie
18;Siedlce;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;12;CZYØ;Dorota;Kobieta;nauczyciel jÍzyka polskiego;Ostro≥Íka;146101;m. Ostro≥Íka;nie naleøy do partii politycznej;;865;0.015993343810668394;0.001909888586152535;Nie
18;Siedlce;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;13;KOZERA;Mariusz;MÍøczyzna;wyøszy urzÍdnik samorzπdowy;Barczπca;141211;gm. MiÒsk Mazowiecki;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;851;0.015734492003328094;0.0018789770945847482;Nie
18;Siedlce;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;14;ZEMBROWSKA;Justyna;Kobieta;pracownik administracji samorzπdowej;Siedlce;146401;m. Siedlce;nie naleøy do partii politycznej;;302;0.0055838032726264215;0.0006668050323908272;Nie
18;Siedlce;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;15;SOPEL-SEREJA;Lidia;Kobieta;nauczyciel historii;£askarzew;140302;m. £askarzew;nie naleøy do partii politycznej;;573;0.010594434686142183;0.0012651631905958411;Nie
18;Siedlce;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;16;NALEWKA;Kamil;MÍøczyzna;wyøszy urzÍdnik samorzπdowy;MiÒsk Mazowiecki;141201;m. MiÒsk Mazowiecki;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;973;0.017990200610150688;0.002148348663961175;Nie
18;Siedlce;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;17;ZAWISTOWSKI;Marcin;MÍøczyzna;specjalista administracji publicznej;Ma≥kinia GÛrna;141605;gm. Ma≥kinia GÛrna;nie naleøy do partii politycznej;;667;0.012332439678284183;0.0014727117768366946;Nie
18;Siedlce;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;18;SZURNICKA;Ewa;Kobieta;urzÍdnik;Kadzid≥o;141505;gm. Kadzid≥o;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;584;0.010797818249052418;0.0012894507911133878;Nie
18;Siedlce;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;19;KACZY—SKA;Beata Marta;Kobieta;urzÍdnik samorzπdowy;Dylewo;141505;gm. Kadzid≥o;nie naleøy do partii politycznej;;654;0.012092077285753906;0.0014440082489523213;Nie
18;Siedlce;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;20;KANIA;Krystian;MÍøczyzna;inøynier informatyk;ØelechÛw;140314;gm. ØelechÛw;nie naleøy do partii politycznej;;431;0.007968937783119164;0.0009516323475511475;Nie
18;Siedlce;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;21;SA£ATA;Magdalena Maria;Kobieta;pracownik administracji samorzπdowej;Siedlce;146401;m. Siedlce;nie naleøy do partii politycznej;;623;0.011518905426643246;0.001375561374766508;Nie
18;Siedlce;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;22;KO£ODZIEJSKI;Cezary;MÍøczyzna;prezes;MakÛw Mazowiecki;141101;m. MakÛw Mazowiecki;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;1810;0.033465840806138486;0.003996414266978137;Nie
18;Siedlce;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;23;KELLEHER;Hanna Boøenna;Kobieta;jÍzykoznawca;JanÛwek;143309;gm. Wierzbno;nie naleøy do partii politycznej;;231;0.004271054821114912;0.0005100396108684805;Nie
18;Siedlce;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;24;POSTEK;Micha≥;MÍøczyzna;wyøszy urzÍdnik samorzπdowy;£ochÛw;143305;gm. £ochÛw;nie naleøy do partii politycznej;;1112;0.020560229268743645;0.002455255615955629;Nie
18;Siedlce;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;1;TCH”RZEWSKI;Krzysztof JÛzef;MÍøczyzna;parlamentarzysta;Siedlce;146401;m. Siedlce;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;62891;0.2323779471698671;0.13886104401354807;Tak
18;Siedlce;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;2;KOWALCZYK;Henryk;MÍøczyzna;parlamentarzysta;Golπdkowo;142406;gm. Winnica;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;50680;0.18725913664226781;0.11189959947538783;Tak
18;Siedlce;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;3;CZARTORYSKI;Arkadiusz;MÍøczyzna;nauczyciel;Ostro≥Íka;146101;m. Ostro≥Íka;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;22457;0.08297708033889913;0.049584240438413266;Tak
18;Siedlce;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;4;ZAG”RSKI;Marek Tadeusz;MÍøczyzna;urzÍdnik paÒstwowy;Warszawa;146503;Bia≥o≥Íka;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;9143;0.03378276018785033;0.020187411957448123;Tak
18;Siedlce;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;5;WARGOCKA;Teresa Anna;Kobieta;socjolog;MiÒsk Mazowiecki;141201;m. MiÒsk Mazowiecki;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;10767;0.03978332920732631;0.02377314497931138;Tak
18;Siedlce;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;6;WOèNIAK;Grzegorz Adam;MÍøczyzna;parlamentarzysta;Trπbki;140310;gm. Pilawa;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;19082;0.07050668597884283;0.04213236300689326;Tak
18;Siedlce;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;7;SIARKOWSKA;Anna Maria;Kobieta;specjalista ds. planowania obronnego;Siedlce;146401;m. Siedlce;cz≥onek partii politycznej: Partia RepublikaÒska;;7313;0.027021035245953125;0.016146838416801722;Tak
18;Siedlce;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;8;G”RSKI;Maciej;MÍøczyzna;dyrektor operacyjny;GÛrki-Grubaki;143303;gm. Korytnica;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;5206;0.01923581423361575;0.011494658935849823;Tak
18;Siedlce;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;9;SKRZYPEK;Dorota;Kobieta;wyøszy urzÍdnik administracji rzπdowej;Wieliszew;140805;gm. Wieliszew;nie naleøy do partii politycznej;;2397;0.008856751194386659;0.005292488949141765;Nie
18;Siedlce;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;10;ØUKOWSKI;Jerzy;MÍøczyzna;urzÍdnik samorzπdowy;Turzyn;143501;gm. BraÒszczyk;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;4534;0.016752820156591203;0.010010907340596061;Nie
18;Siedlce;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;11;PAWELCZYK;Bartosz;MÍøczyzna;radca prawny;Ostro≥Íka;146101;m. Ostro≥Íka;nie naleøy do partii politycznej;;2765;0.010216486046090578;0.006105019584637872;Nie
18;Siedlce;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;12;GROMADZKI;Marek £ukasz;MÍøczyzna;rolnik;MakarÛwka;141001;gm. Huszlew;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;3024;0.011173473346610454;0.006676882178641925;Nie
18;Siedlce;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;13;KURKUS;Bart≥omiej;MÍøczyzna;ekonomista;GrÍzÛw;142603;gm. KotuÒ;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;2210;0.008165798973547984;0.004879599740343471;Nie
18;Siedlce;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;14;KUROWSKA;Iwona Teresa;Kobieta;urzÍdnik samorzπdowy;Garwolin;140301;m. Garwolin;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;5003;0.01848574310618125;0.011046442308116916;Nie
18;Siedlce;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;15;PIE—KOWSKI;Bart≥omiej Tomasz;MÍøczyzna;kierownik ds. sportu i rekreacji;OstrÛw Mazowiecka;141601;m. OstrÛw Mazowiecka;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;3891;0.014376979097771588;0.008591186692161287;Nie
18;Siedlce;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;16;ROGALSKA;Barbara;Kobieta;nauczyciel kszta≥cenia zawodowego;MakÛw Mazowiecki;141101;m. MakÛw Mazowiecki;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;3045;0.011251066911517471;0.006723249415993606;Nie
18;Siedlce;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;17;MAKOWIECKI;Grzegorz;MÍøczyzna;urzÍdnik paÒstwowy;Ostro≥Íka;146101;m. Ostro≥Íka;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;1114;0.004116153871734142;0.0024596715433224552;Nie
18;Siedlce;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;18;KASZUBA;Anna;Kobieta;urzÍdnik administracji paÒstwowej;SokÛ≥ka;143307;gm. Sadowne;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;3805;0.01405921497481904;0.00840130181538774;Nie
18;Siedlce;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;19;åNIADACH;Anna Agnieszka;Kobieta;doradca rolny;Kadzid≥o;141505;gm. Kadzid≥o;nie naleøy do partii politycznej;;2195;0.008110374998614401;0.004846480285092271;Nie
18;Siedlce;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;20;RUNO;Ewa Graøyna;Kobieta;dyrektor szko≥y;Ochudno;143503;gm. Rzπúnik;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;2605;0.009625296980132352;0.0057517453952917385;Nie
18;Siedlce;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;21;ØYLUK;Zygmunt Czes≥aw;MÍøczyzna;rolnik;WyrozÍby-Konaty;142906;gm. Repki;nie naleøy do partii politycznej;;3022;0.011166083483285977;0.006672466251275099;Nie
18;Siedlce;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;22;HAWRYLUK;Urszula Maria;Kobieta;nauczyciel;Kiczki Drugie;141204;gm. Ceg≥Ûw;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;1013;0.0037429657738480126;0.0022366672112977084;Nie
18;Siedlce;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;23;GAå;Agnieszka;Kobieta;dyrektor szko≥y;Ma≥kinia GÛrna;141605;gm. Ma≥kinia GÛrna;nie naleøy do partii politycznej;;2327;0.008598105978029937;0.005137931491302831;Nie
18;Siedlce;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;24;MILEWSKI;Daniel George;MÍøczyzna;prawnik;MiÒsk Mazowiecki;141201;m. MiÒsk Mazowiecki;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;40152;0.1483588961022166;0.08865415781641224;Tak
18;Siedlce;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;1;OLKO;Dorota Zofia;Kobieta;socjolog;Siedlce;146401;m. Siedlce;cz≥onek partii politycznej: Lewica Razem;;12055;0.41234821275867967;0.026617002203547756;Nie
18;Siedlce;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;2;PIASECKA;Anna;Kobieta;przedstawiciel medyczny;Siedlce;146401;m. Siedlce;nie naleøy do partii politycznej;Wiosna Roberta Biedronia;3441;0.11770138532580811;0.007597603034625287;Nie
18;Siedlce;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;3;PARZYCHOWSKA-KURPIEWSKA;Maria Magdalena;Kobieta;nauczycielka;Ostro≥Íka;146101;m. Ostro≥Íka;nie naleøy do partii politycznej;;4253;0.14547631263896016;0.009390469545556914;Nie
18;Siedlce;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;4;SKRZYNIARZ;Micha≥ Aleksander;MÍøczyzna;inøynier poligrafii;SulejÛwek;141215;m. SulejÛwek;cz≥onek partii politycznej: Lewica Razem;;554;0.018949888831879598;0.0012232118806109876;Nie
18;Siedlce;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;5;KARDACZ;Tomasz Robert;MÍøczyzna;rolnik;£osice;141002;gm. £osice;nie naleøy do partii politycznej;Wiosna Roberta Biedronia;565;0.019326150162476484;0.0012474994811285344;Nie
18;Siedlce;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;6;KUèNIARSKI;Jacek Piotr;MÍøczyzna;samorzπdowiec;Nowe Iganie;142608;gm. Siedlce;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;834;0.02852744997434582;0.0018414417119667216;Nie
18;Siedlce;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;7;TRZPIL;Izabela Aldona;Kobieta;nauczyciel akademicki;Soko≥Ûw Podlaski;142901;m. Soko≥Ûw Podlaski;nie naleøy do partii politycznej;;713;0.024388575337780057;0.001574278106273708;Nie
18;Siedlce;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;8;ZYGMUNT;Beata;Kobieta;nauczycielka;RÛøan;141107;gm. RÛøan;nie naleøy do partii politycznej;;732;0.02503848127244741;0.0016162294162585613;Nie
18;Siedlce;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;9;KOMOR;Rados≥aw;MÍøczyzna;inøynier gospodarki przestrzennej;Przyjmy;143501;gm. BraÒszczyk;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;573;0.019599794766546948;0.0012651631905958411;Nie
18;Siedlce;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;10;KARWOWSKI;Maciej;MÍøczyzna;kierownik magazynu;Krzesk-KrÛlowa Niwa;142613;gm. Zbuczyn;cz≥onek partii politycznej: Wiosna Roberta Biedronia;;639;0.02185736275012827;0.0014108887937011212;Nie
18;Siedlce;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;11;PAWLAK;Maria Aleksandra;Kobieta;historyczka;Warszawa;146519;Øoliborz;nie naleøy do partii politycznej;;451;0.015426714554472379;0.0009957916212194142;Nie
18;Siedlce;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;12;PRANDOTA;Maciej Tadeusz;MÍøczyzna;przedsiÍbiorca;Warszawa;146507;Praga-Po≥udnie;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;164;0.005609714383444502;0.00036210604407978697;Nie
18;Siedlce;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;13;GROCHOWSKI;Krzysztof;MÍøczyzna;historyk;Warszawa;146506;Ochota;cz≥onek partii politycznej: Lewica Razem;;289;0.009885411322045493;0.0006381015045064538;Nie
18;Siedlce;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;14;OLEKSY;Tomasz Sebastian;MÍøczyzna;nauczyciel akademicki;KrakÛw;126101;m. KrakÛw;cz≥onek partii politycznej: Lewica Razem;;586;0.02004446724816145;0.0012938667184802144;Nie
18;Siedlce;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;15;LIS;Grzegorz;MÍøczyzna;kierowca mechanik;Myszyniec;141508;gm. Myszyniec;nie naleøy do partii politycznej;;512;0.017513254660509663;0.0011304774059076276;Nie
18;Siedlce;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;16;KASPAREK;Justyna Helena;Kobieta;ksiÍgowa;Warszawa;146505;MokotÛw;cz≥onek partii politycznej: Lewica Razem;;141;0.0048229861467419186;0.00031132287936128024;Nie
